FANTOM5_Sample_ID	Characteristics [description]	Sample types category	Experiments category	Chracteristics [Species]	Characteristics [Sex]	Characteristics [Age]	Unit[Age]	Characteristics [Developmental stage]	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
13221-141H8	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13222-141H9	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13223-141I1	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13224-141I2	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13225-141I3	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13226-141I4	K562 erythroblastic leukemia response to hemin, day02, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13227-141I5	K562 erythroblastic leukemia response to hemin, day03, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13228-141I6	K562 erythroblastic leukemia response to hemin, day04, biol_rep3	cell lines	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
13229-141I7	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13230-141I8	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13231-141I9	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13232-142A1	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13233-142A2	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13234-142A3	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13235-142A4	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13236-142A5	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13237-142A6	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13238-142A7	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13239-142A8	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13240-142A9	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13241-142B1	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13242-142B2	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13243-142B3	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13244-142B4	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13245-142B5	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13246-142B6	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13247-142B7	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13248-142B8	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13249-142B9	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13250-142C1	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13251-142C2	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13252-142C3	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13253-142C4	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13254-142C5	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13255-142C6	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13256-142C7	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13257-142C8	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13258-142C9	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13259-142D1	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13260-142D2	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13261-142D3	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13262-142D4	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13263-142D5	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13264-142D6	mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13265-142D7	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13266-142D8	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13267-142D9	mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13268-142E1	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13269-142E2	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13270-142E3	mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13271-142E4	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13272-142E5	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13273-142E6	mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13274-142E7	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13275-142E8	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13276-142E9	mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13277-142F1	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13278-142F2	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13279-142F3	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
13280-142F4	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep1	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0002570	mesenchymal stem cell of adipose	NA	NA
13281-142F5	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep2	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0002570	mesenchymal stem cell of adipose	NA	NA
13282-142F6	mesenchymal stem cells (adipose derived), undifferentiated control, biol_rep3	stem cells	time courses	Human (Homo sapiens)	male	16	year	adult	UBERON:0001013	adipose tissue	CL:0002570	mesenchymal stem cell of adipose	NA	NA
13304-142I1	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor1 (868_121:MI_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13305-142I2	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor1 (868_121:Ud_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13306-142I3	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor1 (868_121:Ud_2h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13307-142I4	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor1 (868_121:Ud_7h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13308-142I5	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor1 (868_121:Ud_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13309-142I6	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor1 (868_121:MI_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13310-142I7	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor4 (227_121:MI_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13311-142I8	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor4 (227_121:Ud_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13312-142I9	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor4 (227_121:Ud_2h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13313-143A1	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor4 (227_121:Ud_7h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13314-143A2	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor4 (227_121:Ud_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13315-143A3	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor4 (227_121:MI_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13316-143A4	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor2 (150_120:MI_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13317-143A5	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor2 (150_120:Ud_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13318-143A6	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor2 (150_120:Ud_2h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13319-143A7	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor2 (150_120:Ud_7h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13320-143A8	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor2 (150_120:Ud_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13321-143A9	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor2 (150_120:MI_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13322-143B1	Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor3 (536_119:MI_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13323-143B2	Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor3 (536_119:Ud_0h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13324-143B3	Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor3 (536_119:Ud_2h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13325-143B4	Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor3 (536_119:Ud_7h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13326-143B5	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor3 (536_119:Ud_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13327-143B6	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor3 (536_119:MI_24h)	primary cells	time courses	Human (Homo sapiens)	NA	NA	NA	adult	UBERON:0000178	blood	CL:0000235	macrophage	NA	NA
13328-143B7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13329-143B8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13330-143B9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13331-143C1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13332-143C2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13333-143C3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13334-143C4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13335-143C5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13336-143C6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13337-143C7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13338-143C8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13339-143C9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep1	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13340-143D1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13341-143D2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13342-143D3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13343-143D4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13344-143D5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13345-143D6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13346-143D7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13347-143D8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13348-143D9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13349-143E1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13350-143E2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13351-143E3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep2	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13352-143E4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13353-143E5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13354-143E6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13355-143E7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13356-143E8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13357-143E9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13358-143F1	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13359-143F2	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13360-143F3	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
