RefEx Sample ID	Description	Number of samples	Sample type category	Experiment category	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
RES00002153	cervical cancer cell line:ME-180	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma
RES00002154	cervix, adult	1	tissues	snapshot	UBERON:0000002	uterine cervix	NA	NA	NA	NA
RES00002155	cholangiocellular carcinoma cell line:HuH-28	1	cell lines	snapshot	UBERON:0002107	liver	CL:0000182	hepatocyte	NCIT:C35417	Intrahepatic cholangiocarcinoma
RES00002156	chondrosarcoma cell line:SW 1353	1	cell lines	snapshot	UBERON:0002418	cartilage tissue	CL:0000138	chondrocyte	NCIT:C2946	Chondrosarcoma
RES00002157	choriocarcinoma cell line:BeWo	1	cell lines	snapshot	UBERON:0001987	placenta	CL:0000351	trophoblast cell	NCIT:C4646	Gestational choriocarcinoma
RES00002158	choriocarcinoma cell line:SCH	1	cell lines	snapshot	NA	NA	CL:0000670	primordial germ cell	NCIT:C95749	Gastric choriocarcinoma
RES00002159	choriocarcinoma cell line:T3M-3	1	cell lines	snapshot	UBERON:0000358	blastocyst	CL:0000351	trophoblast cell	NCIT:C4646	Gestational choriocarcinoma
RES00002160	chorionic membrane cells	3	primary cells	snapshot	UBERON:0003124	chorion	NA	NA	NA	NA
RES00002161	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C9142	Adult T acute lymphoblastic leukemia
RES00002162	chronic myeloblastic leukemia (CML) cell line:KCL-22	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
RES00002163	chronic myelogenous leukemia (CML) cell line:MEG-A2	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000553	megakaryocyte progenitor cell	NCIT:C7965	Adult acute megakaryoblastic leukemia
RES00002164	chronic myelogenous leukemia cell line:K562 ENCODE	3	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
RES00002165	chronic myelogenous leukemia cell line:K562	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
RES00002166	chronic myelogenous leukemia cell line:KU812	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
RES00002167	clear cell carcinoma cell line:JHOC-5	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C40078	Ovarian clear cell adenocarcinoma
RES00002168	clear cell carcinoma cell line:TEN	1	cell lines	snapshot	UBERON:0001295	endometrium	CL:0000066	epithelial cell	NCIT:C7558	Endometrial carcinoma
RES00002169	colon carcinoma cell line:CACO-2	1	cell lines	snapshot	UBERON:0000059	large intestine	CL:0002253	epithelial cell of large intestine	NCIT:C4349	Colon adenocarcinoma
RES00002170	colon carcinoma cell line:COLO-320	1	cell lines	snapshot	UBERON:0000059	large intestine	CL:0002253	epithelial cell of large intestine	NCIT:C4349	Colon adenocarcinoma
RES00002171	colon, adult	2	tissues	snapshot	UBERON:0001155	colon	NA	NA	NA	NA
RES00002172	colon, fetal	1	tissues	snapshot	UBERON:0001155	colon	NA	NA	NA	NA
RES00002173	common myeloid progenitor CMP	2	primary cells	snapshot	UBERON:0002371	bone marrow	CL:0000049	common myeloid progenitor	NA	NA
RES00002174	cord blood derived cell line:COBL-a 24h infection(-C)	1	cell lines	snapshot	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
RES00002175	cord blood derived cell line:COBL-a 24h infection	1	cell lines	snapshot	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
RES00002176	cord blood derived cell line:COBL-a untreated	1	cell lines	snapshot	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
RES00002177	corpus callosum, adult	1	tissues	snapshot	UBERON:0002336	corpus callosum	NA	NA	NA	NA
RES00002178	cruciate ligament	1	tissues	snapshot	UBERON:0006659	cruciate ligament of knee	NA	NA	NA	NA
RES00002179	diaphragm, fetal	1	tissues	snapshot	UBERON:0001103	diaphragm	NA	NA	NA	NA
RES00002180	diencephalon	1	tissues	snapshot	UBERON:0001894	diencephalon	NA	NA	NA	NA
RES00002181	diffuse large B-cell lymphoma cell line:CTB-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C8851	Diffuse large B-cell lymphoma
RES00002182	ductal cell carcinoma cell line:KLM-1	1	cell lines	snapshot	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C9120	Pancreatic ductal adenocarcinoma
RES00002183	ductal cell carcinoma cell line:MIA Paca2	1	cell lines	snapshot	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C9120	Pancreatic ductal adenocarcinoma
RES00002184	ductus deferens	1	tissues	snapshot	UBERON:0001000	vas deferens	NA	NA	NA	NA
RES00002185	duodenum, fetal	2	tissues	snapshot	UBERON:0002114	duodenum	NA	NA	NA	NA
RES00002186	dura mater, adult	1	tissues	snapshot	UBERON:0002363	dura mater	NA	NA	NA	NA
RES00002187	embryonic kidney cell line: HEK293/SLAM infection	1	cell lines	snapshot	UBERON:0002113	kidney	NA	NA	NA	NA
RES00002188	embryonic kidney cell line: HEK293/SLAM untreated	1	cell lines	snapshot	UBERON:0002113	kidney	NA	NA	NA	NA
RES00002189	embryonic pancreas cell line:1B2C6	1	cell lines	snapshot	UBERON:0001264	pancreas	NA	NA	NA	NA
RES00002190	embryonic pancreas cell line:1C3D3	1	cell lines	snapshot	UBERON:0001264	pancreas	NA	NA	NA	NA
RES00002191	embryonic pancreas cell line:1C3IKEI	1	cell lines	snapshot	UBERON:0001264	pancreas	NA	NA	NA	NA
RES00002192	embryonic pancreas cell line:2C6	1	cell lines	snapshot	UBERON:0001264	pancreas	NA	NA	NA	NA
RES00002193	endometrial carcinoma cell line:OMC-2	1	cell lines	snapshot	UBERON:0001295	endometrium	CL:0002656	glandular cell of endometrium	NCIT:C7359	Endometrial adenocarcinoma
RES00002194	endometrial stromal sarcoma cell line:OMC-9	1	cell lines	snapshot	UBERON:0001295	endometrium	CL:0002255	stromal cell of endometrium	NCIT:C8973	Endometrioid stromal sarcoma
RES00002195	endometrioid adenocarcinoma cell line:JHUEM-1	1	cell lines	snapshot	UBERON:0000995	uterus	CL:0002656	glandular cell of endometrium	NCIT:C7359	Endometrial adenocarcinoma
RES00002196	epidermoid carcinoma cell line:A431	1	cell lines	snapshot	UBERON:0000997	mammalian vulva	CL:0000076	squamous epithelial cell	NCIT:C4052	Vulvar squamous cell carcinoma
RES00002197	epidermoid carcinoma cell line:Ca Ski	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma
RES00002198	epididymis	1	tissues	snapshot	UBERON:0001301	epididymis	NA	NA	NA	NA
RES00002199	epithelioid sarcoma cell line:HS-ES-1	1	cell lines	snapshot	UBERON:0002384	connective tissue	CL:0002320	connective tissue cell	NCIT:C3714	Epithelioid sarcoma
RES00002200	epithelioid sarcoma cell line:HS-ES-2R	1	cell lines	snapshot	UBERON:0002384	connective tissue	CL:0002320	connective tissue cell	NCIT:C3714	Epithelioid sarcoma
RES00002201	epitheloid carcinoma cell line: HelaS3 ENCODE	3	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C27677	Human papillomavirus-related endocervical adenocarcinoma
RES00002202	esophagus, adult	1	tissues	snapshot	UBERON:0001043	esophagus	NA	NA	NA	NA
RES00002203	extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	1	cell lines	snapshot	UBERON:0002418	cartilage tissue	CL:0000138	chondrocyte	NCIT:C2946	Chondrosarcoma
RES00002204	eye - muscle inferior rectus	1	tissues	snapshot	UBERON:0006322	inferior rectus extraocular muscle	NA	NA	NA	NA
RES00002205	eye - muscle lateral	1	tissues	snapshot	UBERON:0001603	lateral rectus extra-ocular muscle	NA	NA	NA	NA
RES00002206	eye - muscle medial	1	tissues	snapshot	UBERON:0001602	medial rectus extraocular muscle	NA	NA	NA	NA
RES00002207	eye - muscle superior	1	tissues	snapshot	UBERON:0006321	superior oblique extraocular muscle	NA	NA	NA	NA
RES00002208	eye - vitreous humor	1	tissues	snapshot	UBERON:0001797	vitreous humor	NA	NA	NA	NA
RES00002209	eye, fetal	1	tissues	snapshot	UBERON:0000970	eye	NA	NA	NA	NA
RES00002210	fibrosarcoma cell line:HT-1080	1	cell lines	snapshot	UBERON:0002355	pelvis	CL:0000057	fibroblast	NCIT:C3043	Fibrosarcoma
RES00002211	fibrous histiocytoma cell line:GCT TIB-223	1	cell lines	snapshot	NA	NA	NA	NA	NCIT:C4247	Undifferentiated pleomorphic sarcoma
RES00002212	frontal lobe, adult	1	tissues	snapshot	UBERON:0016525	frontal lobe	NA	NA	NA	NA
RES00002213	gall bladder carcinoma cell line:TGBC14TKB	1	cell lines	snapshot	UBERON:0002110	gall bladder	CL:1000415	epithelial cell of gall bladder	NCIT:C3844	Gallbladder carcinoma
RES00002214	gall bladder carcinoma cell line:TGBC2TKB	1	cell lines	snapshot	UBERON:0002110	gall bladder	CL:1000415	epithelial cell of gall bladder	NCIT:C9167	Undifferentiated gallbladder carcinoma
RES00002215	gall bladder	1	tissues	snapshot	UBERON:0002110	gall bladder	NA	NA	NA	NA
RES00002216	gamma delta positive T cells	2	primary cells	snapshot	UBERON:0000178	blood	CL:0000798	gamma-delta T cell	NA	NA
RES00002217	gastric adenocarcinoma cell line:MKN1	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C5474	Gastric adenosquamous carcinoma
RES00002218	gastric adenocarcinoma cell line:MKN45	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C4004	Gastric adenocarcinoma
RES00002219	gastric cancer cell line:AZ521	1	cell lines	snapshot	UBERON:0002114	duodenum	CL:1001589	duodenum glandular cell	NCIT:C7889	Duodenal adenocarcinoma
RES00002220	gastric cancer cell line:GSS	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C4911	Gastric carcinoma
RES00002221	gastrointestinal carcinoma cell line:ECC12	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C6764	Gastric small cell neuroendocrine carcinoma
RES00002222	giant cell carcinoma cell line:LU65	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4452	Lung giant cell carcinoma
RES00002223	giant cell carcinoma cell line:Lu99B	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4452	Lung giant cell carcinoma
RES00002224	glassy cell carcinoma cell line:HOKUG	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C40212	Cervical adenosquamous carcinoma, glassy cell variant
RES00002225	glioblastoma cell line:A172	2	cell lines	snapshot	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3058	Glioblastoma
RES00002226	glioblastoma cell line:T98G	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3058	Glioblastoma
RES00002227	glioma cell line:GI-1	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3796	Gliosarcoma
RES00002228	globus pallidus, adult	3	tissues	snapshot	UBERON:0001875	globus pallidus	NA	NA	NA	NA
RES00002229	globus pallidus, newborn	1	tissues	snapshot	UBERON:0001875	globus pallidus	NA	NA	NA	NA
RES00002230	granulocyte macrophage progenitor	3	primary cells	snapshot	UBERON:0002371	bone marrow	CL:0000557	granulocyte monocyte progenitor cell	NA	NA
RES00002231	granulosa cell tumor cell line:KGN	1	cell lines	snapshot	UBERON:0000992	ovary	CL:0000501	granulosa cell	NCIT:C6261	Ovarian granulosa cell tumor
RES00002232	hIPS +CCl2	3	stem cells	snapshot	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
RES00002233	hIPS	3	stem cells	snapshot	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
RES00002234	hairy cell leukemia cell line:Mo	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C7402	Hairy cell leukemia
RES00002235	heart - mitral valve	1	tissues	snapshot	UBERON:0002135	mitral valve	NA	NA	NA	NA
RES00002236	heart - pulmonic valve	1	tissues	snapshot	UBERON:0002146	pulmonary valve	NA	NA	NA	NA
RES00002237	heart - tricuspid valve	1	tissues	snapshot	UBERON:0002134	tricuspid valve	NA	NA	NA	NA
RES00002238	heart, adult, diseased post-infarction	1	tissues	snapshot	UBERON:0000948	heart	NA	NA	NCIT:C27996	Myocardial Infarction
RES00002239	heart, adult, diseased	1	tissues	snapshot	UBERON:0000948	heart	NA	NA	NA	NA
RES00002240	heart, adult	1	tissues	snapshot	UBERON:0000948	heart	NA	NA	NA	NA
RES00002241	heart, fetal	1	tissues	snapshot	UBERON:0000948	heart	NA	NA	NA	NA
RES00002242	hepatic mesenchymal tumor cell line:LI90	1	cell lines	snapshot	UBERON:0002107	liver	CL:0000632	hepatic stellate cell	NCIT:C3800	Epithelioid hemangioendothelioma
RES00002243	hepatoblastoma cell line:HuH-6	1	cell lines	snapshot	UBERON:0002107	liver	CL:0005026	hepatoblast	NCIT:C3728	Hepatoblastoma
RES00002244	hepatocellular carcinoma cell line: HepG2 ENCODE	3	cell lines	snapshot	UBERON:0002107	liver	CL:0005026	hepatoblast	NCIT:C3728	Hepatoblastoma
RES00002245	hepatoma cell line:Li-7	1	cell lines	snapshot	UBERON:0002107	liver	CL:0000182	hepatocyte	NCIT:C3099	Hepatocellular carcinoma
RES00002246	hereditary spherocytic anemia cell line:WIL2-NS	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C97074	Hereditary spherocytosis
RES00002247	hippocampus, adult	3	tissues	snapshot	UBERON:0002421	hippocampal formation	NA	NA	NA	NA
RES00002248	hippocampus, newborn	1	tissues	snapshot	UBERON:0002421	hippocampal formation	NA	NA	NA	NA
RES00002249	iPS differentiation to neuron, control donor C11-CRL2429, day00	3	stem cells	time courses	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
RES00002250	iPS differentiation to neuron, control donor C11-CRL2429, day06	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002251	iPS differentiation to neuron, control donor C11-CRL2429, day12	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002252	iPS differentiation to neuron, control donor C11-CRL2429, day18	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002253	iPS differentiation to neuron, control donor C32-CRL1502, day00	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002254	iPS differentiation to neuron, control donor C32-CRL1502, day06	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002255	iPS differentiation to neuron, control donor C32-CRL1502, day12	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002256	iPS differentiation to neuron, control donor C32-CRL1502, day18	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NA	NA
RES00002257	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00	3	stem cells	time courses	NA	NA	CL:0002248	pluripotent stem cell	NCIT:C2993	Down Syndrome
RES00002258	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002259	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002260	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002261	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002262	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002263	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002264	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18	3	stem cells	time courses	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
RES00002265	immature langerhans cells	2	primary cells	snapshot	UBERON:0001003	skin epidermis	CL:0001016	immature CD1a-positive Langerhans cell	NA	NA
RES00002266	insula, adult	1	tissues	snapshot	UBERON:0002022	insula	NA	NA	NA	NA
RES00002267	keratoacanthoma cell line:HKA-1	1	cell lines	snapshot	UBERON:0001003	skin epidermis	CL:0002190	squamous cell of epidermis	NCIT:C3146	Keratoacanthoma
RES00002268	kidney, adult	1	tissues	snapshot	UBERON:0002113	kidney	NA	NA	NA	NA
RES00002269	kidney, fetal	1	tissues	snapshot	UBERON:0002113	kidney	NA	NA	NA	NA
RES00002270	large cell lung carcinoma cell line:IA-LM	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4450	Large cell lung carcinoma
RES00002271	large cell lung carcinoma cell line:NCI-H460	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4450	Large cell lung carcinoma
RES00002272	large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma
RES00002273	left atrium, adult	1	tissues	snapshot	UBERON:0002079	left cardiac atrium	NA	NA	NA	NA
RES00002274	left ventricle, adult	1	tissues	snapshot	UBERON:0002084	heart left ventricle	NA	NA	NA	NA
RES00002275	leiomyoblastoma cell line:G-402	1	cell lines	snapshot	UBERON:0002113	kidney	CL:0000192	smooth muscle cell	NCIT:C3486	Epithelioid cell type gastrointestinal stromal tumor
RES00002276	leiomyoma cell line:10964C	1	cell lines	snapshot	UBERON:0000995	uterus	CL:0000192	smooth muscle cell	NCIT:C3157	Leiomyoma
RES00002277	leiomyoma cell line:15242A	1	cell lines	snapshot	UBERON:0000995	uterus	CL:0000192	smooth muscle cell	NCIT:C3157	Leiomyoma
RES00002278	leiomyoma cell line:15425	1	cell lines	snapshot	UBERON:0000995	uterus	CL:0000192	smooth muscle cell	NCIT:C3157	Leiomyoma
RES00002279	leiomyosarcoma cell line:Hs 5.T	1	cell lines	snapshot	UBERON:0002384	connective tissue	CL:0000192	smooth muscle cell	NCIT:C3158	Leiomyosarcoma
RES00002280	lens epithelial cell line:SRA 01/04	1	cell lines	snapshot	UBERON:0000965	lens of camera-type eye	CL:0002224	lens epithelial cell	NA	NA
RES00002281	leukemia, chronic megakaryoblastic cell line:MEG-01	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
RES00002282	liposarcoma cell line:KMLS-1	1	cell lines	snapshot	UBERON:0003693	retroperitoneum	CL:0000136	fat cell	NCIT:C3194	Liposarcoma
RES00002283	liposarcoma cell line:SW 872	1	cell lines	snapshot	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NCIT:C3194	Liposarcoma
RES00002284	liver, adult	1	tissues	snapshot	UBERON:0002107	liver	NA	NA	NA	NA
RES00002285	liver, fetal	1	tissues	snapshot	UBERON:0002107	liver	NA	NA	NA	NA
RES00002286	locus coeruleus, adult	3	tissues	snapshot	UBERON:0002148	locus ceruleus	NA	NA	NA	NA
RES00002287	locus coeruleus, newborn	1	tissues	snapshot	UBERON:0002148	locus ceruleus	NA	NA	NA	NA
RES00002288	lung adenocarcinoma cell line:A549	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3512	Lung adenocarcinoma
RES00002289	lung adenocarcinoma cell line:PC-14	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3512	Lung adenocarcinoma
RES00002290	lung adenocarcinoma, papillary cell line:NCI-H441	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C5650	Papillary lung adenocarcinoma
RES00002291	lung, adult	1	tissues	snapshot	UBERON:0002048	lung	NA	NA	NA	NA
RES00002292	lung, fetal	1	tissues	snapshot	UBERON:0002048	lung	NA	NA	NA	NA
RES00002293	lung, right lower lobe, adult	1	tissues	snapshot	UBERON:0002048	lung	NA	NA	NA	NA
RES00002294	lymph node, adult	1	tissues	snapshot	UBERON:0000029	lymph node	NA	NA	NA	NA
RES00002295	lymphangiectasia cell line:DS-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C3457	B-cell non-Hodgkin lymphoma
RES00002296	lymphoma, malignant,hairy B-cell cell line:MLMA	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C7402	Hairy cell leukemia
RES00002297	malignant trichilemmal cyst cell line:DJM-1	1	cell lines	snapshot	UBERON:0002073	hair follicle	CL:0002190	squamous cell of epidermis	NCIT:C4819	Skin squamous cell carcinoma
RES00002298	mature adipocyte	4	primary cells	snapshot	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002299	maxillary sinus tumor cell line:HSQ-89	1	cell lines	snapshot	UBERON:0001764	maxillary sinus	CL:0000076	squamous epithelial cell	NCIT:C6064	Maxillary sinus squamous cell carcinoma
RES00002300	medial frontal gyrus, adult	3	tissues	snapshot	UBERON:0002702	middle frontal gyrus	NA	NA	NA	NA
RES00002301	medial frontal gyrus, newborn	1	tissues	snapshot	UBERON:0002702	middle frontal gyrus	NA	NA	NA	NA
RES00002302	medial temporal gyrus, adult	4	tissues	snapshot	UBERON:0002771	middle temporal gyrus	NA	NA	NA	NA
RES00002303	medial temporal gyrus, newborn	1	tissues	snapshot	UBERON:0002771	middle temporal gyrus	NA	NA	NA	NA
RES00002304	medulla oblongata, adult	3	tissues	snapshot	UBERON:0001896	medulla oblongata	NA	NA	NA	NA
RES00002305	medulla oblongata, newborn	1	tissues	snapshot	UBERON:0001896	medulla oblongata	NA	NA	NA	NA
RES00002306	medulloblastoma cell line:D283 Med	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3222	Medulloblastoma
RES00002307	medulloblastoma cell line:ONS-76	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3222	Medulloblastoma
RES00002308	melanoma cell line:COLO 679	1	cell lines	snapshot	UBERON:0002097	skin of body	CL:1000458	melanocyte of skin	NCIT:C3510	Cutaneous melanoma
RES00002309	melanoma cell line:G-361	1	cell lines	snapshot	UBERON:0002097	skin of body	CL:1000458	melanocyte of skin	NCIT:C3224	Melanoma
RES00002310	meningioma cell line:HKBMM	1	cell lines	snapshot	UBERON:0000955	brain	CL:0002379	meningothelial cell	NCIT:C3230	Meningioma
RES00002311	merkel cell carcinoma cell line:MKL-1	1	cell lines	snapshot	UBERON:0002025	stratum basale of epidermis	CL:0000242	Merkel cell	NCIT:C9231	Merkel cell carcinoma
RES00002312	merkel cell carcinoma cell line:MS-1	1	cell lines	snapshot	UBERON:0002025	stratum basale of epidermis	CL:0000242	Merkel cell	NCIT:C9231	Merkel cell carcinoma
RES00002313	mesenchymal precursor cell - adipose	3	primary cells	snapshot	UBERON:0001013	adipose tissue	CL:0002570	mesenchymal stem cell of adipose	NA	NA
RES00002314	mesenchymal precursor cell - bone marrow	3	primary cells	snapshot	UBERON:0002371	bone marrow	CL:0002540	mesenchymal stem cell of the bone marrow	NA	NA
RES00002315	mesenchymal precursor cell - cardiac	4	primary cells	snapshot	UBERON:0000948	heart	CL:0008019	mesenchymal cell	NA	NA
RES00002316	mesenchymal precursor cell - ovarian cancer left ovary	4	primary cells	snapshot	UBERON:0000992	ovary	CL:0000134	mesenchymal stem cell	NCIT:C4908	Ovarian Carcinoma
RES00002317	mesenchymal precursor cell - ovarian cancer metastasis	4	primary cells	snapshot	UBERON:0000992	ovary	CL:0000134	mesenchymal stem cell	NCIT:C4908	Ovarian Carcinoma
RES00002318	mesenchymal precursor cell - ovarian cancer right ovary	5	primary cells	snapshot	UBERON:0000992	ovary	CL:0000134	mesenchymal stem cell	NCIT:C4908	Ovarian Carcinoma
RES00002319	mesenchymal stem cell line:Hu5/E18	1	cell lines	snapshot	NA	NA	CL:0000134	mesenchymal stem cell	NA	NA
RES00002320	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002321	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002322	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002323	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002324	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002325	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002326	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002327	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002328	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002329	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002330	mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002331	mesenchymal stem cells (adipose derived), adipogenic induction, day01	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002332	mesenchymal stem cells (adipose derived), adipogenic induction, day02	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002333	mesenchymal stem cells (adipose derived), adipogenic induction, day04	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002334	mesenchymal stem cells (adipose derived), adipogenic induction, day08	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002335	mesenchymal stem cells (adipose derived), adipogenic induction, day12	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
